roll,pitch,yaw, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z, EMG0, EMG1, EMG2, EMG3, EMG4, EMG5, EMG6, EMG7, time
-1.69789,-0.771114,-0.113261,44.8125,-104.563,233,2.71973,-1.00635,0.201172,0,0,0,0,0,0,0,0,414
-1.70067,-0.689196,-0.0778059,59.625,-105.375,223,2.4707,-0.934082,0.312012,0,0,0,0,0,0,0,0,431
-1.70067,-0.689196,-0.0778059,59.625,-105.375,223,2.4707,-0.934082,0.312012,0,0,0,0,0,0,0,0,448
-1.6754,-0.541569,-0.00863559,79.5,-106.25,195.063,2.32715,-0.00244141,-0.0415039,0,0,0,0,0,0,0,0,465
-1.6754,-0.541569,-0.00863559,79.5,-106.25,195.063,2.32715,-0.00244141,-0.0415039,0,0,0,0,0,0,0,0,482
-1.67545,-0.480691,0.0285085,56.25,-110.375,183.875,1.28906,0.0209961,-0.315918,0,0,0,0,0,0,0,0,500
-1.67017,-0.416999,0.0665378,62.3125,-116.063,171.563,1.8291,0.190918,0.418945,0,0,0,0,0,0,0,0,516
-1.65246,-0.362655,0.102389,89.6875,-109.375,152.688,0.320801,0.15918,0.0205078,0,0,0,0,0,0,0,0,534
-1.65246,-0.362655,0.102389,89.6875,-109.375,152.688,0.320801,0.15918,0.0205078,0,0,0,0,0,0,0,0,551
-1.65246,-0.362655,0.102389,89.6875,-109.375,152.688,0.320801,0.15918,0.0205078,0,0,0,0,0,0,0,0,568
-1.65246,-0.362655,0.102389,89.6875,-109.375,152.688,0.320801,0.15918,0.0205078,0,0,0,0,0,0,0,0,584
-1.61579,-0.290221,0.158548,70.125,-72.5625,85.25,-0.330078,0.431641,-0.192871,-4,-4,-2,-4,1,0,4,-1,602
-1.59101,-0.289172,0.171151,35.5625,-50.0625,54.0625,0.610352,0.65918,0.710938,-1,-6,-2,-3,-3,-3,2,2,619
-1.59101,-0.289172,0.171151,35.5625,-50.0625,54.0625,0.610352,0.65918,0.710938,-3,-8,-10,-3,-12,-1,6,0,636
-1.59303,-0.274164,0.183688,17.625,-31.3125,22.875,-0.482422,0.640625,-0.186035,-2,-3,-5,2,-2,-4,-2,-2,652
-1.5667,-0.280003,0.179584,15.4375,-4.4375,-3.4375,-0.00292969,0.726074,0.864746,-1,2,5,8,-2,-3,-3,-1,669
-1.57241,-0.374699,0.11924,-59.75,75.0625,-127.25,0.0385742,0.845703,0.265137,5,-30,2,-14,3,0,3,3,719
-1.57241,-0.374699,0.11924,-59.75,75.0625,-127.25,0.0385742,0.845703,0.265137,-1,-14,11,-15,8,5,10,12,736
-1.59138,-0.431901,0.0872542,-92.625,85.125,-152.813,0.263184,0.830078,0.181152,-12,-28,-20,-6,1,-1,-1,0,754
-1.6153,-0.502778,0.0512682,-115.125,97.875,-182.625,0.835938,0.59668,0.0458984,-16,-69,-4,-6,6,1,2,-3,771
-1.66366,-0.582395,0.0184454,-186.938,96.0625,-222.063,3.68652,-0.0161133,-0.26709,-9,-56,-32,13,13,1,-3,4,789
-1.67211,-0.680571,-0.0458901,-133.5,175.625,-265.813,3.21777,-1.13818,0.0654297,-12,-3,44,73,-27,-12,-49,-29,806
-1.67211,-0.680571,-0.0458901,-133.5,175.625,-265.813,3.21777,-1.13818,0.0654297,2,72,27,24,-33,5,-7,-15,823
-1.66334,-0.765293,-0.12121,-117.938,184.75,-226.313,3.37988,-1.21631,0.0805664,7,37,-4,2,-36,-8,-40,-16,840
-1.6238,-0.848706,-0.201119,-51.8125,175.375,-226.563,3.03857,-1.13086,-0.0629883,12,52,6,9,-4,5,11,-12,857
-1.58115,-0.92599,-0.285297,-65.25,159.125,-216.75,2.79688,-0.587891,0.0595703,14,31,-45,-31,42,10,72,26,874
-1.58115,-0.92599,-0.285297,-65.25,159.125,-216.75,2.79688,-0.587891,0.0595703,-6,-70,-25,-21,13,-3,-2,29,891
-1.53409,-1.07433,-0.460038,-178.313,124.188,-202.875,2.1499,-0.227539,-0.245605,-9,15,29,27,-17,-5,-33,-27,909
-1.56002,-1.12883,-0.521708,-229.75,82.125,-153.313,1.51514,-0.377441,-0.356445,14,29,5,1,-5,3,9,-13,926
-1.56002,-1.12883,-0.521708,-229.75,82.125,-153.313,1.51514,-0.377441,-0.356445,-8,-9,3,6,-11,-2,-32,-23,943
-1.59178,-1.16117,-0.567044,-206,60.3125,-96.0625,1.02246,-0.654785,-0.421387,1,2,-19,-14,28,10,38,5,959
-1.59933,-1.17918,-0.605907,-121.063,51.9375,-60,0.584473,-0.828613,-0.484863,-2,-13,-5,-6,3,-2,7,3,975
-1.64291,-1.16513,-0.542159,83.5,-6.75,-9.75,-0.0400391,-0.516113,-0.698242,-3,-13,-1,1,2,-3,-9,-7,1034
-1.67273,-1.15452,-0.485815,82.6875,-17.8125,-17.0625,-0.306152,-0.548828,-0.760742,6,-1,4,11,-2,-2,-5,9,1051
-1.70266,-1.13607,-0.433993,69.6875,-15.3125,-2.375,-0.407227,-0.58252,-0.791016,3,13,11,9,-10,-5,-19,-19,1068
-1.70266,-1.13607,-0.433993,69.6875,-15.3125,-2.375,-0.407227,-0.58252,-0.791016,9,28,11,6,-19,-6,-15,-14,1086
-1.7554,-1.07773,-0.35425,39.0625,-21.3125,49.3125,0.231934,-0.61377,-0.725098,0,26,5,0,-5,0,6,-4,1103
-1.7554,-1.07773,-0.35425,39.0625,-21.3125,49.3125,0.231934,-0.61377,-0.725098,3,5,-7,-8,0,-2,3,0,1120
