roll,pitch,yaw, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z, EMG0, EMG1, EMG2, EMG3, EMG4, EMG5, EMG6, EMG7, time
-1.5087,0.153323,0.0770186,-27.5625,24.375,-42.875,-0.257813,1.39355,0.373047,0,0,0,0,0,0,0,0,426
-1.52833,0.117202,0.0607064,-57.0625,41.375,-108.688,-0.0620117,1.01465,0.393066,0,0,0,0,0,0,0,0,443
-1.55668,0.0634,0.0335254,-80.25,73.875,-152.875,0.25,0.753906,0.330078,0,0,0,0,0,0,0,0,461
-1.59019,-0.00400889,-0.0039318,-93.875,107.813,-180.563,0.725586,0.562988,0.0859375,0,0,0,0,0,0,0,0,478
-1.62969,-0.0882693,-0.0570457,-121.813,160.938,-222.5,0.73877,0.0849609,0.109863,0,0,0,0,0,0,0,0,496
-1.66747,-0.199591,-0.124512,-135.938,216,-303.5,2.00391,-0.527344,-0.519531,0,0,0,0,0,0,0,0,514
-1.69325,-0.32447,-0.204807,-133.625,260.5,-332,4.11279,-0.875488,0.09375,0,0,0,0,0,0,0,0,531
-1.69325,-0.32447,-0.204807,-133.625,260.5,-332,4.11279,-0.875488,0.09375,0,0,0,0,0,0,0,0,547
-1.69382,-0.431868,-0.288188,-90.3125,258.563,-278.313,3.63525,-1.54199,0.214844,0,0,0,0,0,0,0,0,563
-1.65307,-0.517722,-0.363564,18.125,216.438,-225.125,3.34131,-1.04248,-0.203125,0,0,0,0,0,0,0,0,581
-1.65307,-0.517722,-0.363564,18.125,216.438,-225.125,3.34131,-1.04248,-0.203125,0,0,0,0,0,0,0,0,598
-1.60931,-0.662918,-0.485837,-87.8125,140.375,-195.875,2.25342,-0.234375,-0.760742,-7,-1,2,1,16,1,-2,-2,614
-1.60931,-0.662918,-0.485837,-87.8125,140.375,-195.875,2.25342,-0.234375,-0.760742,4,-2,0,-3,-1,-5,2,0,631
-1.65801,-0.741429,-0.534454,-228.875,119.563,-198,1.84131,-0.301758,-0.0551758,18,-1,-1,-1,-2,2,-3,0,648
-1.75169,-0.794657,-0.557347,-306.25,74.4375,-138,1.19287,-0.528809,-0.774414,-6,-4,-4,0,-4,2,3,-5,666
-1.80063,-0.831585,-0.587586,-199.438,83.8125,-90.3125,1.16846,-0.941895,-0.543945,-6,-1,0,1,-2,5,2,-3,684
-1.82116,-0.827575,-0.582727,53.8125,-16.25,3.1875,-0.0141602,-0.444824,-0.626465,-9,-1,-2,5,-7,0,-7,-1,732
-1.82116,-0.827575,-0.582727,53.8125,-16.25,3.1875,-0.0141602,-0.444824,-0.626465,14,0,-4,-4,2,2,14,24,749
-1.83126,-0.803465,-0.550262,67.8125,-38.8125,17.1875,-0.165527,-0.532227,-0.760742,-1,-1,2,0,-5,-2,-7,-8,767
-1.84714,-0.773634,-0.508863,73.6875,-51.625,5.875,-0.319336,-0.820313,-0.957031,-13,-2,2,2,2,4,-16,-2,784
-1.87165,-0.737552,-0.462462,66.875,-60.8125,17.6875,-0.149414,-1.00781,-1.2373,11,-2,-6,-3,0,-1,17,3,802
-1.89529,-0.698493,-0.42848,49,-51.5,71.1875,0.360352,-0.707031,-1.27734,6,0,8,3,-2,-3,4,2,819
-1.89128,-0.653899,-0.420719,34.125,-50.3125,117.813,0.494629,-0.400391,-0.8125,-6,2,11,13,14,5,-29,16,836
-1.87998,-0.607865,-0.421464,32.3125,-39.8125,130.5,0.814453,-0.679199,-0.302734,-7,-3,6,0,-11,3,9,-2,853
-1.87998,-0.607865,-0.421464,32.3125,-39.8125,130.5,0.814453,-0.679199,-0.302734,-11,0,3,-6,-11,-6,-33,18,870
-1.87373,-0.56589,-0.415429,27.5625,-53.9375,121.75,1.57764,-1.12158,-0.356445,4,1,-16,-21,-14,-5,9,-4,887
-1.8572,-0.500678,-0.392772,80.5,-107.938,162.625,2.66504,-0.99707,-0.0717773,3,-1,-3,17,-6,-12,6,-13,904
-1.81307,-0.410291,-0.352071,178,-168.938,222.813,2.90918,-1.23779,0.208984,14,-3,0,-1,-5,-1,18,-6,921
-1.75896,-0.308848,-0.301403,206.063,-195.063,255.25,3.16113,-1.12695,0.254395,16,-4,-9,-21,12,6,34,-13,938
-1.72519,-0.219275,-0.26109,127.125,-153.813,234.063,2.5127,-0.849609,0.258789,7,-5,8,5,13,1,3,-5,956
-1.71462,-0.14032,-0.226572,47.9375,-129.938,209.313,1.87939,-0.36084,0.294434,-4,0,-8,-3,6,3,4,2,973
-1.71462,-0.14032,-0.226572,47.9375,-129.938,209.313,1.87939,-0.36084,0.294434,-1,-2,3,6,-15,-10,6,-2,990
-1.70075,0.0327341,-0.121502,22.375,-130.063,151.125,1.34619,0.0703125,0.120117,2,0,-1,-3,1,1,-4,-1,1041
-1.68009,0.0786938,-0.078465,49.625,-139.563,129.313,0.806152,0.215332,0.160645,-4,0,-6,-3,2,-1,0,3,1058
-1.65415,0.112657,-0.0349895,60.3125,-133.688,93.3125,0.537109,0.399902,0.133301,-1,1,2,1,-6,-1,-6,0,1074
-1.65415,0.112657,-0.0349895,60.3125,-133.688,93.3125,0.537109,0.399902,0.133301,-1,0,7,-1,-7,-5,-1,-3,1091
-1.62654,0.136882,0.00604491,61.1875,-121.188,65.8125,0.358398,0.564453,0.217285,0,-2,-6,0,-10,-6,-1,-3,1109
-1.59621,0.155848,0.0419206,65.5625,-102.875,51.125,0.180664,0.760254,0.405762,6,-1,-4,0,13,0,-3,-1,1126
-1.55941,0.172302,0.0686625,54.6875,-69.375,25.0625,-0.142578,1.00342,0.565918,-8,-1,-1,0,4,5,-17,8,1142
-1.52996,0.175838,0.0837071,26.9375,-34.3125,-22.125,-0.289551,1.18164,0.713379,22,9,-4,-11,-6,3,2,-1,1160
-1.51276,0.155655,0.0831088,-0.375,6,-83.125,-0.20166,1.18018,0.688965,-9,5,4,10,6,-4,-12,7,1177
-1.52416,0.111436,0.0656536,-37,44.125,-130.125,0.0649414,1.00732,0.608398,3,5,-6,-22,-3,0,28,-4,1195
-1.55754,0.0504346,0.0375534,-96.375,75.75,-170.813,0.415039,0.894043,0.411621,-1,1,0,27,5,-5,-25,5,1212
-1.55754,0.0504346,0.0375534,-96.375,75.75,-170.813,0.415039,0.894043,0.411621,-31,1,-6,-27,-9,4,11,0,1229
-1.60192,-0.0346427,-0.00705862,-129.5,129.938,-219.875,1.29688,0.631348,0.231445,31,-3,10,2,-4,-3,9,-12,1246
-1.65977,-0.134817,-0.0685675,-180.75,192.938,-276.375,2.88477,-0.181641,-0.243164,31,-3,10,2,-4,-3,9,-12,1263
-1.70674,-0.238268,-0.148552,-177.313,257.563,-269.75,3.22461,-0.94873,0.00585938,9,13,4,4,4,5,1,6,1281
-1.72521,-0.337581,-0.225454,-115.375,250.813,-250.938,3.97607,-1.04297,-0.0214844,6,-10,-8,0,-14,2,12,-11,1298
-1.67287,-0.551292,-0.408894,-41.5625,129,-158.813,2.10693,-0.412109,-0.393066,-3,-2,-1,1,8,3,4,-5,1356
-1.67287,-0.551292,-0.408894,-41.5625,129,-158.813,2.10693,-0.412109,-0.393066,9,0,3,-9,7,-1,3,7,1373
-1.71001,-0.614255,-0.440869,-150.563,98.8125,-148.313,1.63135,-0.0874023,-0.40918,4,-1,-2,-4,-10,7,9,-2,1390
-1.77679,-0.662133,-0.466035,-228.313,83.4375,-112.688,1.24902,-0.388184,-0.54248,-2,-1,0,-3,-11,2,-6,-10,1407
-1.82692,-0.692885,-0.492633,-186.313,81.125,-69.375,0.918945,-0.785156,-0.576172,14,-2,-2,2,-2,-2,-1,0,1424
-1.85123,-0.703527,-0.511079,-85.6875,68.75,-39.875,0.433105,-0.939453,-0.62793,-6,-2,-3,-3,0,0,-4,-2,1442
-1.85819,-0.692647,-0.509993,4.625,20,-9.375,0.0136719,-0.886719,-0.695801,-9,-1,-1,3,11,-2,1,-8,1458
-1.85696,-0.66927,-0.4921,63.8125,-21.375,11.5625,-0.226563,-0.686035,-0.735352,-4,0,-2,-3,0,0,-8,17,1475
