roll,pitch,yaw, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z, EMG0, EMG1, EMG2, EMG3, EMG4, EMG5, EMG6, EMG7, time
-0.0481111,-0.1011,2.7529,-162.75,140.125,-171.875,1.06543,1.17334,2.16455,0,0,0,0,0,0,0,0,424
-0.0868945,-0.0665638,2.69588,-143.313,124.875,-153.5,0.960449,0.967773,1.62109,0,0,0,0,0,0,0,0,441
-0.0868945,-0.0665638,2.69588,-143.313,124.875,-153.5,0.960449,0.967773,1.62109,0,0,0,0,0,0,0,0,458
-0.118199,-0.0403577,2.64285,-110.438,103.813,-141.313,0.813965,0.634277,1.02051,0,0,0,0,0,0,0,0,475
-0.139658,-0.0251385,2.59455,-74.125,79.625,-128.938,1.08984,0.384766,0.734375,0,0,0,0,0,0,0,0,493
-0.152759,-0.00906863,2.55427,-46,66,-106.938,0.212402,0.42041,-0.147949,0,0,0,0,0,0,0,0,510
-0.152759,-0.00906863,2.55427,-46,66,-106.938,0.212402,0.42041,-0.147949,0,0,0,0,0,0,0,0,527
-0.147596,-0.0199391,2.51223,-7.875,35.5,-38.8125,0.586914,0.228516,0.181641,0,0,0,0,0,0,0,0,544
-0.147596,-0.0199391,2.51223,-7.875,35.5,-38.8125,0.586914,0.228516,0.181641,0,0,0,0,0,0,0,0,560
-0.148,-0.0237321,2.50489,-10.9375,30.9375,-16.5625,0.556641,0.26416,-0.850586,0,0,0,0,0,0,0,0,577
-0.148,-0.0237321,2.50489,-10.9375,30.9375,-16.5625,0.556641,0.26416,-0.850586,0,0,0,0,0,0,0,0,593
-0.148,-0.0237321,2.50489,-10.9375,30.9375,-16.5625,0.556641,0.26416,-0.850586,0,0,0,0,0,0,0,0,609
-0.140821,-0.0463846,2.50944,13.125,5.25,16.5,0.987305,0.22168,-0.659668,0,0,0,0,0,0,0,0,626
-0.140821,-0.0463846,2.50944,13.125,5.25,16.5,0.987305,0.22168,-0.659668,-6,-14,-4,0,-5,-2,-53,-4,643
-0.131037,-0.0516918,2.52298,26.625,-0.125,39.1875,0.270996,0.119141,-0.54834,2,0,6,3,-1,4,1,-5,661
-0.131037,-0.0516918,2.52298,26.625,-0.125,39.1875,0.270996,0.119141,-0.54834,-3,4,-2,-6,-1,2,13,-1,677
-0.0965522,-0.154049,2.69231,40.1875,-92.3125,135.25,0.865234,0.26123,0.787598,-3,41,13,43,8,6,24,-1,733
-0.0965522,-0.154049,2.69231,40.1875,-92.3125,135.25,0.865234,0.26123,0.787598,4,-28,-56,25,-7,-11,34,1,750
-0.0729648,-0.185119,2.74864,94.8125,-102.125,150.938,0.922363,0.969238,1.8335,-1,-39,-11,4,-5,6,-42,-1,766
-0.0425538,-0.247461,2.81392,127.188,-189,172.25,0.64502,0.994629,2.40918,-8,21,39,-35,-17,-1,-77,-1,785
-0.0102631,-0.319253,2.88463,149.188,-210.875,189.063,0.841309,0.668945,2.66162,-13,-24,16,6,-19,7,-128,-13,802
0.0204113,-0.393885,2.9409,144.313,-213.25,152.375,0.902344,0.726074,2.54102,-37,21,25,5,17,-17,-27,-19,819
0.039848,-0.455625,2.98359,106.063,-173.5,116.813,0.899414,0.640625,2.20361,6,-22,-10,11,8,-3,-39,10,837
0.0441878,-0.503094,3.01307,40.6875,-140.938,86.375,0.638184,0.787598,2.09814,36,14,-1,-22,4,-8,127,15,856
0.0441878,-0.503094,3.01307,40.6875,-140.938,86.375,0.638184,0.787598,2.09814,17,18,9,-38,-40,8,47,1,873
0.0380338,-0.543201,3.03973,11.4375,-125.125,76.875,0.213379,0.681152,1.81396,-8,-20,23,-4,-4,0,-99,-3,890
0.0104435,-0.609559,3.09864,3.875,-102.5,78.375,-0.126953,0.369141,1.03516,-7,-13,15,-10,4,8,-44,0,908
0.00455528,-0.623866,3.12628,18.1875,-88.8125,72.875,-0.215332,0.19873,0.885254,-5,2,-3,-1,0,-7,6,-4,926
0.00455528,-0.623866,3.12628,18.1875,-88.8125,72.875,-0.215332,0.19873,0.885254,-2,-4,-2,-10,-10,-9,-24,-4,944
