roll,pitch,yaw, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z, EMG0, EMG1, EMG2, EMG3, EMG4, EMG5, EMG6, EMG7, time
0.155439,-0.9777,-2.94246,79,-135.688,87.0625,1.00635,-0.128418,0.303711,0,0,0,0,0,0,0,0,417
0.146432,-1.03136,-2.90128,77,-137.813,79.75,0.98584,-0.32666,0.281738,0,0,0,0,0,0,0,0,434
0.146432,-1.03136,-2.90128,77,-137.813,79.75,0.98584,-0.32666,0.281738,0,0,0,0,0,0,0,0,450
0.12109,-1.14192,-2.8194,70.375,-150.063,71.25,1.23779,-0.0761719,0.258789,0,0,0,0,0,0,0,0,466
0.12109,-1.14192,-2.8194,70.375,-150.063,71.25,1.23779,-0.0761719,0.258789,0,0,0,0,0,0,0,0,483
0.0968082,-1.19576,-2.77106,56.875,-143.625,72.875,1.77734,0.209961,0.485352,0,0,0,0,0,0,0,0,500
0.0393357,-1.24734,-2.69881,28.5,-146.188,84,1.69189,0.230957,0.769043,0,0,0,0,0,0,0,0,517
-0.0648816,-1.30049,-2.58295,19.875,-152.125,93.6875,0.508301,-0.110352,0.0898438,0,0,0,0,0,0,0,0,534
-0.219187,-1.34894,-2.41682,18.875,-155.688,97.4375,1.58154,0.0737305,0.464355,0,0,0,0,0,0,0,0,551
-0.219187,-1.34894,-2.41682,18.875,-155.688,97.4375,1.58154,0.0737305,0.464355,0,0,0,0,0,0,0,0,568
-0.219187,-1.34894,-2.41682,18.875,-155.688,97.4375,1.58154,0.0737305,0.464355,0,0,0,0,0,0,0,0,584
-0.748094,-1.41502,-1.8539,39.875,-150.063,85.625,1.43262,-0.059082,0.581055,-5,-5,-7,-5,-1,-1,-2,-1,602
-0.748094,-1.41502,-1.8539,39.875,-150.063,85.625,1.43262,-0.059082,0.581055,-1,-2,-1,-1,-1,-1,12,-2,618
-1.11262,-1.42263,-1.46496,58.125,-141.563,78.125,0.223145,-0.302246,-0.344727,0,-3,0,-1,0,-2,-8,-4,636
-1.38782,-1.41185,-1.16697,53.75,-125.25,71.8125,1.34033,-0.103027,0.690918,-4,-2,0,0,-1,-3,0,0,653
-1.38782,-1.41185,-1.16697,53.75,-125.25,71.8125,1.34033,-0.103027,0.690918,0,-4,-4,-3,-2,-2,0,0,669
-1.87003,-1.3485,-0.643923,12.125,-86.0625,43.25,0.812988,-0.195801,0.12793,0,-3,1,5,-2,1,0,1,720
-1.93111,-1.33265,-0.572723,20.125,-73.6875,30.875,0.868652,-0.151367,0.146973,1,-3,-3,-2,-1,-1,10,-3,737
-1.93111,-1.33265,-0.572723,20.125,-73.6875,30.875,0.868652,-0.151367,0.146973,-2,-1,1,-2,0,2,-1,-1,755
-1.97415,-1.3237,-0.519062,22.5625,-64.4375,18.625,0.904297,-0.0820313,0.205566,-2,-3,-4,-2,-2,-3,-3,1,772
-2.00302,-1.31913,-0.485974,4.625,-50.5,9.5625,0.907227,-0.114258,0.253418,0,-1,-1,0,-2,1,-4,-4,789
-2.01624,-1.31838,-0.470602,-2.25,-37.625,0.3125,0.920898,-0.154785,0.295898,0,0,4,-1,1,2,5,-3,806
-2.01849,-1.32279,-0.466732,-0.8125,-27.6875,-6.75,0.959473,-0.14502,0.336914,0,2,5,4,1,2,-7,-2,823
-2.01545,-1.33069,-0.467835,-0.0625,-19.1875,-12.5625,1.07617,-0.129395,0.315918,0,4,4,5,1,0,-4,-3,839
-2.00732,-1.34121,-0.475832,-5.25,-9.6875,-18.375,1.18652,-0.145508,0.285156,0,2,-2,-3,-3,-2,6,2,855
-2.00732,-1.34121,-0.475832,-5.25,-9.6875,-18.375,1.18652,-0.145508,0.285156,-2,-1,-5,-2,-1,-2,2,-1,872
-1.98236,-1.35546,-0.500289,-0.625,1.75,-22.0625,1.28662,-0.148926,0.304199,-9,-3,-3,-3,-2,-3,5,0,889
-1.92607,-1.39312,-0.566864,-24.3125,17.5,-24.5,1.50098,0.0200195,0.188477,1,-4,-1,-1,-1,1,1,-1,906
-1.92607,-1.39312,-0.566864,-24.3125,17.5,-24.5,1.50098,0.0200195,0.188477,1,0,16,5,4,0,2,4,923
-1.86492,-1.4082,-0.643476,-43.75,41.1875,-30.5625,1.47266,-0.23877,0.046875,-3,-4,-10,-7,-9,-2,-8,-2,940
-1.86492,-1.4082,-0.643476,-43.75,41.1875,-30.5625,1.47266,-0.23877,0.046875,1,-4,2,10,2,2,6,-4,957
-1.7461,-1.42561,-0.774108,-29.4375,65.8125,-42.9375,1.38086,-0.314453,-0.0141602,-3,-4,-6,-7,-2,-5,-5,1,973
-0.733689,-1.45851,-1.85722,-86.5,134.688,-76.3125,1.34424,-0.034668,0.00585938,4,-20,-6,-10,-1,-3,-22,-10,1033
