roll,pitch,yaw, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z, EMG0, EMG1, EMG2, EMG3, EMG4, EMG5, EMG6, EMG7, time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423
-1.6916,-0.992984,0.308389,-134.313,138.813,-229.75,2.52588,0.111816,-0.230957,0,0,0,0,0,0,0,0,439
-1.6916,-0.992984,0.308389,-134.313,138.813,-229.75,2.52588,0.111816,-0.230957,0,0,0,0,0,0,0,0,455
-1.61611,-1.09428,0.178012,-107.438,211.438,-273.688,2.9292,-0.249023,0.0805664,0,0,0,0,0,0,0,0,472
-1.49422,-1.19141,0.01905,-66.375,184.938,-281.063,3.34521,-0.30127,-0.0668945,0,0,0,0,0,0,0,0,489
-1.31434,-1.27272,-0.196473,-67.4375,163.938,-262.5,2.94531,-0.90625,-0.541504,0,0,0,0,0,0,0,0,506
-1.0468,-1.33235,-0.496667,-64,145.563,-242.875,3.49951,-0.550781,0.366211,0,0,0,0,0,0,0,0,524
-1.0468,-1.33235,-0.496667,-64,145.563,-242.875,3.49951,-0.550781,0.366211,0,0,0,0,0,0,0,0,540
-0.701656,-1.36567,-0.878281,-78.9375,123.375,-225.438,2.40918,-0.430176,-0.475098,0,0,0,0,0,0,0,0,557
-0.403967,-1.37366,-1.23666,-152.75,88.3125,-185.375,2.89355,-0.10498,-0.112305,0,0,0,0,0,0,0,0,573
-0.220941,-1.37207,-1.49919,-213.188,57.375,-146.25,1.56689,-0.456055,-0.235352,0,0,0,0,0,0,0,0,590
-0.220941,-1.37207,-1.49919,-213.188,57.375,-146.25,1.56689,-0.456055,-0.235352,0,0,0,0,0,0,0,0,606
-0.119798,-1.3645,-1.67775,-208.938,50.125,-106.688,1.55713,-0.550293,-0.36084,0,0,0,0,0,0,0,0,623
-0.119798,-1.3645,-1.67775,-208.938,50.125,-106.688,1.55713,-0.550293,-0.36084,-4,-2,-1,3,0,2,-1,0,642
-0.0067504,-1.34057,-1.88981,-113.313,40.4375,-61.9375,0.764648,-0.476563,-0.525391,0,-1,-1,1,-1,-2,2,-3,659
-0.0183716,-1.33791,-1.91218,-88.875,40.875,-42.5,0.819824,-0.404297,-0.294434,-3,-3,-2,2,-1,-4,-6,-7,676
-0.0956425,-1.34083,-1.87109,-28.6875,21.8125,-14.375,-0.181152,-0.515625,-0.530762,-1,-1,-2,-2,1,-1,4,0,733
-0.15091,-1.34823,-1.81947,-3.8125,11.4375,-9.5,-0.313477,-0.59082,-0.619629,-1,-1,-2,-2,1,-1,4,0,751
-0.354891,-1.3838,-1.59644,42.875,-21.9375,13.5,0.0620117,-0.685547,-0.818359,5,-1,0,-7,0,1,6,-3,767
-0.547041,-1.39891,-1.38275,63.125,-24,41.375,0.196777,-0.590332,-0.87793,2,0,0,-6,-5,0,17,-8,785
-0.764255,-1.39709,-1.13693,81.5625,-19.625,65.375,0.275391,-0.537109,-0.687012,2,-7,-4,-20,-7,-1,7,-6,801
-0.764255,-1.39709,-1.13693,81.5625,-19.625,65.375,0.275391,-0.537109,-0.687012,0,4,-8,2,0,1,2,2,818
-0.956192,-1.37629,-0.916149,82.375,-11.8125,77.9375,0.697754,-0.73291,-0.453125,-10,0,-4,4,27,6,-35,9,835
-1.09905,-1.35305,-0.744101,83.4375,-12.9375,75,1.77832,-0.838379,-0.368164,11,-6,11,-32,-38,-2,49,-26,852
-1.20955,-1.32194,-0.578736,144.375,-64.125,125.125,2.68018,-0.591309,0.00927734,3,-5,5,2,7,4,23,-1,870
-1.35125,-1.27691,-0.36078,196.625,-123.438,171.125,2.89941,-0.864746,0.315918,-18,11,-6,2,-17,-8,-82,13,887
-1.46979,-1.21551,-0.15245,226.875,-159.875,203.25,3.05566,-0.812988,0.470215,1,-6,1,12,13,9,42,-4,903
-1.46979,-1.21551,-0.15245,226.875,-159.875,203.25,3.05566,-0.812988,0.470215,7,2,-4,4,-4,3,-4,6,921
-1.55078,-1.1402,-0.0249621,106,-126.375,223.813,2.5249,-0.645508,0.235352,1,-5,-3,4,-9,-2,12,-6,937
-1.59726,-1.06464,0.0536979,64.75,-109.25,224.875,1.85596,-0.449219,0.396973,-8,-1,-3,3,4,-7,-8,-9,955
-1.63174,-0.996444,0.117861,57.875,-106,205.5,1.89404,-0.213379,0.0976563,3,-1,-3,-4,2,-4,2,-3,972
-1.66509,-0.935746,0.166104,16.9375,-94.6875,187.813,1.94141,0.0517578,0.0664063,0,-2,-1,-3,-5,0,3,1,988
-1.69786,-0.759055,0.289546,95,-108.438,156.125,0.786621,0.183594,0.0610352,4,-1,1,0,2,-2,5,1,1059
-1.69257,-0.711045,0.327659,88.5625,-98.6875,137.25,0.500488,0.354492,0.0395508,1,2,2,-1,6,1,0,2,1075
-1.69313,-0.668227,0.359855,55.9375,-87.875,121.813,0.258301,0.500977,0.142578,-6,-2,-4,-5,6,0,6,-2,1093
-1.69397,-0.632187,0.386853,41.375,-76.75,101.563,0.059082,0.61084,0.26709,1,-4,0,2,1,-5,6,-3,1109
-1.68694,-0.6174,0.40204,26.9375,-56.75,63.3125,-0.128418,0.837891,0.442383,4,0,-2,-6,1,-3,-5,-1,1126
-1.67767,-0.619266,0.406322,10.625,-27.875,15,-0.328125,1.0083,0.529785,6,2,-1,5,4,3,-6,-2,1143
-1.67767,-0.619266,0.406322,10.625,-27.875,15,-0.328125,1.0083,0.529785,-4,-6,-2,-5,-3,2,8,0,1160
-1.67142,-0.64387,0.398345,-12.9375,10,-41.1875,-0.368652,1.16064,0.442383,-7,-10,-1,2,0,-2,8,-5,1177
-1.67703,-0.693541,0.383252,-54.1875,34.9375,-96.5,-0.0859375,1.06885,0.331543,6,-2,1,-3,3,4,10,-11,1194
-1.69111,-0.747444,0.359211,-89.0625,64.75,-134.25,0.268555,0.840332,0.351074,2,-10,-1,0,-1,11,13,2,1210
-1.70008,-0.817912,0.322637,-99.625,96.5,-173.375,0.813965,0.655762,0.0981445,1,5,-5,2,13,0,-4,2,1228
-1.71249,-0.904684,0.270185,-149.938,130.813,-233.625,2.84375,0.0263672,-0.257324,3,5,5,-20,-10,-14,-17,6,1244
-1.71249,-0.904684,0.270185,-149.938,130.813,-233.625,2.84375,0.0263672,-0.257324,-15,-7,3,-20,-4,-4,19,-8,1262
-1.69273,-1.00645,0.170992,-175.938,201.25,-267.625,2.72168,-0.806641,0.121582,-7,-6,-10,4,-4,-2,4,-9,1279
-1.64295,-1.10251,0.0628023,-127.375,179.063,-258.875,3.17139,-0.746094,0.0200195,-4,-2,-4,11,-10,0,10,1,1296
-1.55092,-1.19067,-0.0744742,-94.8125,168.625,-247.625,3.16797,-0.834961,-0.175293,-1,1,-3,4,0,4,-6,3,1313
-0.891782,-1.35136,-0.855509,-119.813,139.25,-186.438,2.5791,-0.175781,-0.310547,-2,0,0,-1,-4,3,-4,-1,1388
-0.665114,-1.36601,-1.16071,-205.75,108,-159.813,1.89502,-0.181641,-0.241699,0,-2,2,2,-7,-6,1,-7,1403
-0.49622,-1.36644,-1.41128,-216.063,90.125,-130.875,1.25244,-0.616699,-0.430176,3,-2,0,3,-1,-2,1,-5,1420
-0.370925,-1.35635,-1.60075,-169.688,80.6875,-100.375,0.731934,-0.646484,-0.315918,2,-3,-1,4,8,-3,12,0,1437
-0.276776,-1.34489,-1.73616,-106.75,65.625,-77.125,0.365234,-0.456055,-0.395508,3,1,1,0,-3,-3,4,0,1455
