roll,pitch,yaw, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z, EMG0, EMG1, EMG2, EMG3, EMG4, EMG5, EMG6, EMG7, time
0.129942,-0.800942,-2.4401,11.875,-19.75,11.875,-0.959961,-0.414063,0.147461,0,0,0,0,0,0,0,0,418
0.102156,-0.777868,-2.43393,-44.375,15.6875,-12.4375,-0.925293,-0.459961,0.139648,0,0,0,0,0,0,0,0,435
0.0724042,-0.74521,-2.43335,-62.8125,39.8125,-22.9375,-0.796387,-0.412598,0.290039,0,0,0,0,0,0,0,0,452
0.0724042,-0.74521,-2.43335,-62.8125,39.8125,-22.9375,-0.796387,-0.412598,0.290039,0,0,0,0,0,0,0,0,469
0.0408929,-0.666645,-2.46192,-56.1875,67.5,-53.125,-0.765137,-0.216797,0.626953,0,0,0,0,0,0,0,0,487
0.0408929,-0.666645,-2.46192,-56.1875,67.5,-53.125,-0.765137,-0.216797,0.626953,0,0,0,0,0,0,0,0,504
0.0403598,-0.624768,-2.49273,-53.4375,100.813,-75.5,-0.848633,-0.074707,0.430664,0,0,0,0,0,0,0,0,521
0.043361,-0.568554,-2.53243,-61.1875,149.313,-96.625,0.0708008,0.434082,0.958984,0,0,0,0,0,0,0,0,538
0.0442726,-0.509424,-2.5717,-55.375,164.938,-104.25,-0.598633,1.18799,2.43848,0,0,0,0,0,0,0,0,555
0.0442726,-0.509424,-2.5717,-55.375,164.938,-104.25,-0.598633,1.18799,2.43848,0,0,0,0,0,0,0,0,572
0.0507003,-0.468229,-2.6116,-35.3125,112.875,-106.313,1.21826,1.43555,2.9668,0,0,0,0,0,0,0,0,590
0.0256958,-0.417236,-2.64097,-107.5,143.125,-81.6875,1.50537,1.20068,2.46533,-18,6,-2,5,-15,4,-29,-4,607
0.0256958,-0.417236,-2.64097,-107.5,143.125,-81.6875,1.50537,1.20068,2.46533,3,13,-2,-11,4,5,-61,-3,624
0.00967278,-0.35987,-2.69244,-101.813,162,-139.375,2.104,0.822266,2.71094,4,4,-20,-1,0,-6,-13,1,642
0.00928392,-0.295908,-2.74888,-68,184.625,-150.063,0.64209,0.912109,1.66016,12,-7,1,4,8,-11,34,8,660
0.00928392,-0.295908,-2.74888,-68,184.625,-150.063,0.64209,0.912109,1.66016,6,-6,11,0,1,5,7,7,678
-0.0501179,-0.145951,-2.88296,-75.625,126,-101,0.817383,0.372559,0.979004,-7,-1,0,-1,-6,-7,-78,-5,744
-0.0560342,-0.116082,-2.9193,-34.9375,101.688,-97.3125,0.6875,0.234863,0.618164,-7,-1,0,-1,-6,-7,-78,-5,761
-0.0552368,-0.102024,-2.95254,-24.5625,81.3125,-88.6875,0.549316,0.229492,0.327148,-5,-5,1,-1,-7,2,36,0,778
-0.0547999,-0.0941875,-2.97832,-18.5,60.25,-69,0.49707,0.182129,0.0839844,-9,-10,3,4,-3,-8,42,-3,795
-0.055158,-0.0917984,-2.99739,-12.25,45.0625,-51.5,0.506348,0.103027,-0.123047,-1,-2,-8,1,7,-3,43,4,812
-0.0547317,-0.0948413,-3.01055,-4.375,33.8125,-35.4375,0.563965,0.0517578,-0.321289,2,-1,-4,0,2,0,12,2,830
-0.050251,-0.10059,-3.0193,10.25,29.375,-23.625,0.61377,0.0283203,-0.452637,2,1,-6,0,0,1,10,2,847
-0.050251,-0.10059,-3.0193,10.25,29.375,-23.625,0.61377,0.0283203,-0.452637,5,2,-4,-1,3,-2,10,2,864
-0.0436128,-0.108302,-3.02398,14,24.25,-11.875,0.620605,0.0766602,-0.48877,3,1,-2,-2,-3,-2,4,2,882
-0.0197549,-0.136939,-3.01106,18.6875,-10.625,35.6875,0.588379,0.376465,-0.295898,2,5,3,4,0,2,2,-3,899
-0.0109609,-0.164878,-2.98546,8.375,-37.375,76.3125,0.622559,0.405762,-0.183105,3,-9,-2,-3,1,1,0,-2,916
-0.0109609,-0.164878,-2.98546,8.375,-37.375,76.3125,0.622559,0.405762,-0.183105,1,1,-3,-7,-6,2,-14,-5,934
-0.0280159,-0.183242,-2.94589,-35.9375,-44.5625,111.875,0.668457,0.375,0.225586,-9,-16,-29,-27,-5,1,14,-2,950
-0.0280159,-0.183242,-2.94589,-35.9375,-44.5625,111.875,0.668457,0.375,0.225586,-10,-26,-34,-49,-11,-10,37,1,967
-0.0505656,-0.210545,-2.9006,-46.875,-75.625,126.063,0.664551,0.390137,1.0293,18,60,47,77,8,20,-1,-1,983
-0.0417235,-0.259987,-2.84926,47.3125,-142.5,139.563,0.785645,0.640137,1.62842,-6,2,-48,2,-10,-2,-52,-2,1000
0.0544244,-0.452646,-2.68955,128.188,-185.375,143.938,0.838379,0.916016,2.58057,22,8,1,-20,12,-5,5,9,1062
0.0778382,-0.514277,-2.64234,130,-168.563,131.313,0.859863,0.549316,2.30176,22,8,1,-20,12,-5,5,9,1078
0.0778382,-0.514277,-2.64234,130,-168.563,131.313,0.859863,0.549316,2.30176,8,6,18,-12,-3,9,-4,-2,1096
0.0972295,-0.564308,-2.60652,101.438,-144,105.25,0.716309,0.680176,2.04639,-8,-3,19,-34,-13,9,-66,-7,1112
0.0972295,-0.564308,-2.60652,101.438,-144,105.25,0.716309,0.680176,2.04639,-24,18,29,-1,-20,16,-28,-10,1130
0.0890204,-0.683501,-2.50622,31.375,-112.25,85.875,-0.12793,0.280762,1.25049,-1,-27,-2,-15,-5,-6,-2,-3,1148
0.0890204,-0.683501,-2.50622,31.375,-112.25,85.875,-0.12793,0.280762,1.25049,0,-1,5,6,0,-8,10,1,1164
0.0833698,-0.71851,-2.47802,35.5625,-109.625,71.75,-0.288574,0.118652,0.993164,8,14,0,-4,11,4,61,2,1181
0.0833698,-0.71851,-2.47802,35.5625,-109.625,71.75,-0.288574,0.118652,0.993164,7,-3,-1,-2,4,-2,16,4,1197
0.0859329,-0.784157,-2.43261,53.125,-100.688,51.3125,-0.641113,-0.147949,0.487305,4,5,2,-5,7,3,15,3,1215
0.0859329,-0.784157,-2.43261,53.125,-100.688,51.3125,-0.641113,-0.147949,0.487305,0,-7,2,4,-1,0,-65,-2,1232
0.0761166,-0.795254,-2.41053,34,-78.375,33.9375,-0.770508,-0.325195,0.291504,-5,-9,-3,3,-5,-7,22,1,1249
0.0761166,-0.795254,-2.41053,34,-78.375,33.9375,-0.770508,-0.325195,0.291504,-1,0,-7,-7,0,0,-5,0,1266
0.0334766,-0.775583,-2.40225,-45.875,-4.6875,-30.5,-1.08301,-0.530762,0.0766602,2,-4,-1,-2,0,5,1,-1,1283
0.0135596,-0.745152,-2.4183,-65.125,28.4375,-56.4375,-1.04443,-0.480957,0.120117,0,-1,-8,-11,-1,-5,4,-1,1300
0.0135596,-0.745152,-2.4183,-65.125,28.4375,-56.4375,-1.04443,-0.480957,0.120117,2,16,-5,-8,-7,-3,4,-1,1317
0.0104387,-0.613399,-2.53082,-74.875,81.3125,-94.125,-0.469238,0.250977,0.831055,-4,2,66,24,-4,1,-47,-5,1381
0.0101995,-0.520132,-2.6192,-71.125,125.5,-107.125,0.43457,1.43018,2.66992,-16,-18,-93,-26,-9,-1,-33,-2,1399
-0.0101243,-0.478762,-2.65641,-109.313,118.375,-93.5625,1.53223,1.46533,2.73535,-10,-5,-15,-18,-3,-6,-14,-4,1415
-0.0101243,-0.478762,-2.65641,-109.313,118.375,-93.5625,1.53223,1.46533,2.73535,-3,-3,-21,-7,-4,-3,21,7,1432
-0.074861,-0.369968,-2.7492,-135.188,173.813,-139.25,1.37207,0.878418,2.27734,4,-3,-17,14,5,-11,15,10,1449
-0.074861,-0.369968,-2.7492,-135.188,173.813,-139.25,1.37207,0.878418,2.27734,5,-6,-2,4,3,3,7,3,1466
-0.098611,-0.311749,-2.7998,-116.375,178.188,-121.688,1.19873,0.939453,1.88232,0,-8,-6,-6,-4,4,-26,0,1483
-0.098611,-0.311749,-2.7998,-116.375,178.188,-121.688,1.19873,0.939453,1.88232,-6,8,-7,1,-5,6,-5,1,1499
-0.15074,-0.218477,-2.8857,-113.313,144.813,-80.25,0.727539,0.569824,1.17822,-9,7,6,4,-1,3,-9,-8,1516
-0.167915,-0.185886,-2.91517,-74.375,114.75,-63.5,0.715332,0.350586,0.81543,0,7,7,0,-1,4,-11,-6,1534
-0.167915,-0.185886,-2.91517,-74.375,114.75,-63.5,0.715332,0.350586,0.81543,-1,3,0,-5,-5,3,-5,-2,1550
-0.180583,-0.160747,-2.96466,-44.125,65.9375,-48.8125,0.378418,0.151855,0.136719,-4,-6,-1,1,-1,-2,4,-3,1567
-0.180583,-0.160747,-2.96466,-44.125,65.9375,-48.8125,0.378418,0.151855,0.136719,0,3,-3,-1,2,-7,8,-2,1584
