roll,pitch,yaw, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z, EMG0, EMG1, EMG2, EMG3, EMG4, EMG5, EMG6, EMG7, time
0.132285,-1.06869,3.0539,72.875,19.875,1,1.01172,0.254883,0.755859,0,0,0,0,0,0,0,0,299
0.160165,-1.06133,3.05007,65,2.6875,3.1875,0.926758,0.273926,0.785156,0,0,0,0,0,0,0,0,318
0.160165,-1.06133,3.05007,65,2.6875,3.1875,0.926758,0.273926,0.785156,0,0,0,0,0,0,0,0,333
0.179505,-1.05894,3.04793,48.3125,-11.4375,2.4375,0.786133,0.189453,0.72998,0,0,0,0,0,0,0,0,350
0.192879,-1.06226,3.04456,27.6875,-25.1875,3.3125,0.874512,0.195313,0.711914,0,0,0,0,0,0,0,0,367
0.195959,-1.0618,3.04002,-4.6875,-28,3.4375,1.25146,0.293945,1.14063,0,0,0,0,0,0,0,0,384
0.195959,-1.0618,3.04002,-4.6875,-28,3.4375,1.25146,0.293945,1.14063,0,0,0,0,0,0,0,0,400
0.148873,-1.07597,3.05385,-57.125,-45.5,24,0.356934,0.0366211,0.180176,0,0,0,0,0,0,0,0,417
0.148873,-1.07597,3.05385,-57.125,-45.5,24,0.356934,0.0366211,0.180176,0,0,0,0,0,0,0,0,433
0.121718,-1.08537,3.06589,-47.8125,-40,22.4375,1.64111,0.144531,1.10352,0,0,0,0,0,0,0,0,449
0.121718,-1.08537,3.06589,-47.8125,-40,22.4375,1.64111,0.144531,1.10352,0,0,0,0,0,0,0,0,466
0.0962949,-1.10123,3.08303,-24.1875,-27.6875,15.5625,0.453125,-0.165527,-0.0175781,0,0,0,0,0,0,0,0,483
0.0894177,-1.09929,3.08939,-2.375,-13.75,7.5,1.3833,0.0595703,1.01611,-2,2,-2,-1,-2,-2,-2,-2,500
0.0894177,-1.09929,3.08939,-2.375,-13.75,7.5,1.3833,0.0595703,1.01611,2,4,1,2,2,6,4,-2,517
0.0857186,-1.11103,3.09427,3.3125,-4.5,4.5,0.316895,-0.0639648,-0.306152,7,11,2,0,0,0,-3,-3,534
0.079023,-1.10197,3.09721,-12.125,5.1875,3.5,0.967773,0.0698242,0.826172,-4,-5,0,-1,0,-1,-1,3,550
0.0552544,-1.1202,3.11415,-9.125,11.0625,13.25,0.57373,0.0136719,-0.161133,3,5,1,1,-1,-2,1,2,613
0.0368644,-1.12428,3.12934,-4.75,13.0625,1.125,0.696777,-0.0615234,0.0664063,5,2,-1,0,2,6,0,-4,629
0.0368644,-1.12428,3.12934,-4.75,13.0625,1.125,0.696777,-0.0615234,0.0664063,-6,-9,-14,-2,1,16,-1,16,646
0.0353657,-1.12534,3.12694,-12.4375,10.25,0.9375,0.745605,0.0712891,0.138672,-7,-1,-4,-4,-3,-2,-1,49,663
0.0334876,-1.12763,3.12405,-15.5,6,0.9375,0.772949,0.081543,0.17627,-7,-18,-1,0,1,11,3,-9,680
0.0278501,-1.12872,3.12339,-20.0625,6.125,4.0625,0.820313,0.0839844,0.240723,2,11,1,-1,-3,-3,1,3,696
0.0278501,-1.12872,3.12339,-20.0625,6.125,4.0625,0.820313,0.0839844,0.240723,32,42,8,3,1,-5,-2,-7,713
0.0243622,-1.12753,3.12317,-12.625,8.25,3.4375,0.834473,0.074707,0.319336,-41,-8,9,2,-1,2,-4,-23,730
0.0257569,-1.12679,3.12345,2.6875,3.5625,4.625,0.897949,0.0742188,0.403809,-6,-1,5,1,1,0,-2,-7,748
0.0354021,-1.12698,3.12328,26,1.75,2.1875,1.0127,0.0546875,0.446777,-7,2,-21,-4,-1,-1,1,-3,765
0.0546584,-1.12154,3.11954,42.3125,14.375,1.625,1.10205,0.138672,0.543457,-7,2,-21,-4,-1,-1,1,-3,783
0.0546584,-1.12154,3.11954,42.3125,14.375,1.625,1.10205,0.138672,0.543457,-16,-2,-3,-6,-3,-1,1,-2,799
0.0867855,-1.09691,3.12907,54.5625,30.9375,15.625,1.0752,0.138672,0.658203,-16,-2,-3,-6,-3,-1,1,-2,815
0.0964921,-1.08492,-3.14056,65.4375,32.1875,8.5,1.15039,-0.0405273,0.663574,-2,4,6,12,0,19,1,2,832
0.119578,-1.0675,-3.13264,86,56.1875,4.9375,1.09375,0.0664063,0.513672,0,-4,14,16,-1,12,2,1,849
0.119578,-1.0675,-3.13264,86,56.1875,4.9375,1.09375,0.0664063,0.513672,1,-3,0,-12,5,-16,1,1,866
0.201102,-1.02099,-3.1159,74.4375,38.125,32.625,1.01367,0.297363,0.34375,1,-6,-12,-7,-14,1,-1,0,928
0.219051,-1.02018,-3.10122,84.75,28.5,20.75,1.13672,0.14209,0.322754,6,3,3,0,-4,3,-1,-3,946
0.247375,-1.01653,-3.09994,80.8125,30.3125,0.5625,1.15527,0.186523,0.369629,-64,-11,5,12,2,3,-5,-22,963
0.26145,-1.00622,-3.09342,55.0625,44,0.375,1.11475,0.15332,0.462402,-1,13,11,17,2,-1,4,10,982
0.260421,-0.99257,-3.07554,42.75,50.625,11.125,1.05176,0.0800781,0.563477,63,-23,-7,-10,-12,-16,-35,-62,999
0.26018,-0.979906,-3.05774,44.9375,43,12.5625,0.965332,0.0771484,0.613281,102,5,-17,-34,-3,-3,26,11,1016
0.26018,-0.979906,-3.05774,44.9375,43,12.5625,0.965332,0.0771484,0.613281,19,1,-9,-5,-10,-11,-7,3,1033
0.277355,-0.974516,-3.04462,81.6875,19.125,14.25,0.911133,0.13916,0.620605,-16,-5,-3,-3,-5,-3,-8,12,1049
0.302635,-0.972992,-3.04393,71.375,5.375,3.875,0.859375,0.244141,0.547363,-50,-7,-16,-20,-4,-7,-1,-1,1066
0.302635,-0.972992,-3.04393,71.375,5.375,3.875,0.859375,0.244141,0.547363,3,-7,13,37,-8,-1,-2,-14,1083
0.339668,-0.967675,-3.06364,22.1875,-6.0625,-21.5625,0.525879,0.0654297,0.479492,18,5,2,4,2,6,12,9,1100
0.352592,-0.965389,-3.07196,22.9375,-9.25,-19.9375,0.417969,0.0200195,0.464355,-14,-12,-5,1,4,4,8,-8,1116
0.352592,-0.965389,-3.07196,22.9375,-9.25,-19.9375,0.417969,0.0200195,0.464355,-6,7,14,8,5,7,-4,-1,1132
0.366059,-0.963445,-3.07949,23.125,-11.8125,-12.0625,0.419922,0.123535,0.484375,-14,1,-1,-8,-4,-2,1,-3,1149
0.373575,-0.962895,-3.08485,11.875,-12.4375,-9.125,0.432617,0.106445,0.471191,3,-1,-1,-8,-7,-3,-2,5,1166
0.381618,-0.959131,-3.09057,15.25,-9.375,-15.6875,0.361816,0.0449219,0.513672,-17,-4,-2,6,-2,-4,-10,-17,1183
0.453368,-0.929821,-3.11754,45.375,5.1875,-19.3125,0.291992,0.145996,0.583496,-58,-6,7,-8,-5,-1,-3,-12,1261
0.464621,-0.912217,-3.11937,34.4375,17.0625,-21.5625,0.260742,0.161133,0.664063,-58,-6,7,-8,-5,-1,-3,-12,1279
0.464621,-0.912217,-3.11937,34.4375,17.0625,-21.5625,0.260742,0.161133,0.664063,19,8,1,-2,3,0,0,3,1296
0.470957,-0.891099,-3.11736,28.875,29.75,-19.875,0.304199,0.189453,0.694336,-5,5,-1,-2,1,-3,-2,-5,1314
0.470957,-0.891099,-3.11736,28.875,29.75,-19.875,0.304199,0.189453,0.694336,2,-32,-5,3,0,-1,4,3,1331
0.476874,-0.832079,-3.11489,19.3125,54.75,-40,0.410645,0.229492,0.855469,2,-32,-5,3,0,-1,4,3,1348
0.481648,-0.795895,-3.11529,22.0625,64.5625,-45.0625,0.410156,0.257324,0.89502,-14,-2,-14,-12,-1,1,1,-5,1364
0.48446,-0.756464,-3.11492,15.5625,70.625,-44.3125,0.450684,0.38623,1.03564,1,-9,-5,-9,-2,-1,-2,-4,1380
0.48446,-0.756464,-3.11492,15.5625,70.625,-44.3125,0.450684,0.38623,1.03564,0,14,19,-1,0,-2,-2,0,1398
0.48443,-0.71573,-3.11947,-8.8125,66.5625,-46.0625,0.517578,0.63623,1.21729,11,-1,-13,-3,-1,2,0,-4,1415
0.478568,-0.685853,-3.12473,-28.5,48.75,-36.1875,0.622559,0.646484,1.1543,3,-6,0,23,5,4,-6,-5,1432
0.471543,-0.664406,-3.12766,-16.4375,43.6875,-38.125,0.72998,0.331055,1.00977,1,-14,37,15,4,-1,5,-4,1449
0.473409,-0.638297,-3.13832,-6.625,57.8125,-62.4375,0.732422,0.29248,0.832031,-26,10,-40,-4,0,3,-1,-4,1467
0.479355,-0.603471,3.12454,-24.375,68.25,-82.6875,0.655273,0.566406,0.808105,-22,17,5,14,4,3,-4,-4,1484
0.474869,-0.565025,3.1033,-61.375,76.6875,-85.9375,0.665527,0.73877,0.886719,-4,9,-5,-3,-1,-4,3,-3,1500
0.474869,-0.565025,3.1033,-61.375,76.6875,-85.9375,0.665527,0.73877,0.886719,14,3,-6,-10,-5,-8,-11,2,1517
0.413468,-0.458245,3.0564,-40.25,77.75,-43.5,0.881836,0.437988,0.683594,14,-7,-21,-13,-3,-3,5,6,1579
0.410093,-0.429084,3.04519,-33.5,89.375,-65.625,0.713379,0.435059,0.597656,-6,-8,-12,-4,-3,-5,-6,2,1596
0.410093,-0.429084,3.04519,-33.5,89.375,-65.625,0.713379,0.435059,0.597656,-7,-10,-4,-1,2,2,5,3,1614
0.408395,-0.393593,3.0305,-31,91.875,-77.75,0.480957,0.394531,0.54834,0,-8,-2,4,-1,4,10,-3,1631
0.404557,-0.35709,3.01801,-30.5,91.9375,-72.875,0.349121,0.32373,0.500977,6,9,13,8,7,8,3,-1,1648
0.398051,-0.32178,3.00832,-32.875,91.4375,-65.4375,0.296387,0.265625,0.436035,14,7,8,5,5,9,9,-5,1666
0.389225,-0.286817,2.9996,-38.5,90.3125,-61.5625,0.239746,0.255371,0.397461,23,9,12,9,5,3,2,0,1683
