roll,pitch,yaw, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z, EMG0, EMG1, EMG2, EMG3, EMG4, EMG5, EMG6, EMG7, time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408
-1.83955,-1.27811,-0.635712,49.4375,-39,74,0.252441,-0.439453,-0.572266,0,0,0,0,0,0,0,0,424
-1.82667,-1.2382,-0.622699,75.375,-21.0625,80.875,0.620605,-0.605469,-0.34375,0,0,0,0,0,0,0,0,442
-1.85234,-1.19638,-0.574159,62.4375,-55.5625,82.9375,1.27441,-0.773438,-0.470703,0,0,0,0,0,0,0,0,459
-1.87107,-1.15031,-0.521172,86.5,-94.4375,109.875,2.53369,-0.692871,-0.353027,0,0,0,0,0,0,0,0,476
-1.87107,-1.15031,-0.521172,86.5,-94.4375,109.875,2.53369,-0.692871,-0.353027,0,0,0,0,0,0,0,0,492
-1.86196,-0.9974,-0.399081,175.438,-155.313,193.375,2.80615,-0.852539,0.507813,0,0,0,0,0,0,0,0,509
-1.86196,-0.9974,-0.399081,175.438,-155.313,193.375,2.80615,-0.852539,0.507813,0,0,0,0,0,0,0,0,525
-1.84782,-0.922778,-0.360221,131.625,-121.375,187.375,2.41211,-0.521484,-0.255859,0,0,0,0,0,0,0,0,542
-1.84782,-0.922778,-0.360221,131.625,-121.375,187.375,2.41211,-0.521484,-0.255859,0,0,0,0,0,0,0,0,559
-1.82688,-0.797659,-0.305314,93.3125,-95.4375,158.563,2.1084,-0.319336,-0.222168,0,0,0,0,0,0,0,0,576
-1.82688,-0.797659,-0.305314,93.3125,-95.4375,158.563,2.1084,-0.319336,-0.222168,10,4,28,25,-20,-3,-40,-27,593
-1.82688,-0.797659,-0.305314,93.3125,-95.4375,158.563,2.1084,-0.319336,-0.222168,-10,-3,-2,-5,-4,0,5,1,610
-1.82243,-0.739125,-0.282924,57.375,-86.9375,150.75,2.09033,-0.222656,0.505371,-3,5,-4,-3,2,2,9,4,627
-1.82851,-0.691334,-0.258252,29.75,-91.1875,141.75,1.74365,0.0224609,-0.0786133,10,-2,3,-3,-7,-1,-11,-1,644
-1.82851,-0.691334,-0.258252,29.75,-91.1875,141.75,1.74365,0.0224609,-0.0786133,3,-6,10,12,-12,-2,-13,-7,661
-1.82545,-0.600496,-0.205014,54.25,-98.1875,112.313,0.513184,0.00878906,0.191406,-6,-6,-22,-18,11,0,12,11,709
-1.81681,-0.575623,-0.175605,67.6875,-99.6875,96.9375,0.635742,0.262207,0.124512,-6,-17,-5,-8,4,-2,-1,4,726
-1.81681,-0.575623,-0.175605,67.6875,-99.6875,96.9375,0.635742,0.262207,0.124512,-3,-10,-2,0,2,-2,-1,-1,742
-1.81681,-0.575623,-0.175605,67.6875,-99.6875,96.9375,0.635742,0.262207,0.124512,2,3,9,8,-8,-3,-6,-3,759
-1.81681,-0.575623,-0.175605,67.6875,-99.6875,96.9375,0.635742,0.262207,0.124512,6,2,3,3,0,-1,-3,-3,776
-1.76924,-0.528079,-0.128171,37.375,-25.9375,31,-0.0629883,0.657227,0.427734,-2,-2,-3,-5,-3,-2,1,1,794
-1.75724,-0.538851,-0.134647,4.8125,4.9375,-3.875,-0.112305,0.866699,0.515137,-2,-2,-3,-5,-3,-2,1,1,811
-1.75724,-0.538851,-0.134647,4.8125,4.9375,-3.875,-0.112305,0.866699,0.515137,6,28,1,3,4,-2,-2,2,828
-1.77801,-0.603216,-0.158793,-85.9375,43.0625,-81.4375,-0.155762,0.907715,0.327637,-10,4,-8,-4,-3,-1,3,-5,844
-1.80488,-0.654929,-0.176486,-107.5,69.8125,-125.625,0.0996094,0.822754,0.265137,13,7,-4,11,-2,-4,-5,2,861
-1.80488,-0.654929,-0.176486,-107.5,69.8125,-125.625,0.0996094,0.822754,0.265137,-23,-20,0,13,0,-2,-5,-8,878
-1.83588,-0.799678,-0.240218,-106.938,125.125,-185.125,0.998047,0.547852,0.0400391,19,11,11,19,-1,-2,1,2,895
-1.86793,-0.89459,-0.277197,-171,143.063,-242.125,3.18555,0.0668945,-0.304199,-27,-28,-12,-19,4,-5,5,-1,911
-1.86874,-0.990809,-0.34131,-151.625,184.25,-232.188,3.01855,-0.89502,-0.0253906,9,-3,12,0,-7,3,-2,-6,928
-1.83203,-1.07291,-0.428656,-109.813,188.313,-190.75,3.07373,-0.880859,-0.0932617,4,8,0,-10,1,2,8,4,945
-1.83203,-1.07291,-0.428656,-109.813,188.313,-190.75,3.07373,-0.880859,-0.0932617,5,15,12,79,-10,-1,-17,-7,962
-1.53603,-1.31439,-0.877376,-151,99.6875,-129.5,1.9873,-0.382813,-0.350098,2,11,2,-4,-2,-1,-4,-13,1026
-1.53603,-1.31439,-0.877376,-151,99.6875,-129.5,1.9873,-0.382813,-0.350098,-3,4,-4,2,2,-1,5,-5,1043
-1.51004,-1.34272,-0.963628,-160.813,62.1875,-84.6875,1.48389,-0.479004,-0.400879,-9,-6,-13,-6,8,-1,6,10,1061
-1.50321,-1.35552,-1.01631,-126.688,38.3125,-47.8125,0.98291,-0.703613,-0.442871,-3,-9,15,4,-19,-5,-15,-6,1077
-1.55416,-1.35146,-0.997089,-86.6875,15.9375,-23.8125,0.671875,-0.662598,-0.40332,-3,-9,15,4,-19,-5,-15,-6,1094
-1.55416,-1.35146,-0.997089,-86.6875,15.9375,-23.8125,0.671875,-0.662598,-0.40332,7,14,19,15,-14,-1,-16,-14,1111
-1.61274,-1.34336,-0.953799,-40.8125,-2.875,-3.0625,0.415527,-0.482422,-0.379395,-7,11,-14,-5,13,1,15,8,1129
-1.74667,-1.2987,-0.808763,29.625,-30.5,35.5625,-0.00830078,-0.461914,-0.531738,5,58,-16,-20,14,-1,9,3,1146
-1.74667,-1.2987,-0.808763,29.625,-30.5,35.5625,-0.00830078,-0.461914,-0.531738,-5,-36,-1,5,-2,-5,-5,-3,1163
-1.81468,-1.27106,-0.722802,49.1875,-46.8125,28.3125,-0.216309,-0.460938,-0.550781,0,-18,-4,-3,2,1,-4,2,1181
-1.88217,-1.23993,-0.631984,65.0625,-55,20.5625,-0.276855,-0.583984,-0.69043,-2,-1,7,5,-4,0,-19,-20,1197
-1.92878,-1.20573,-0.569077,47.25,-40.6875,29.6875,-0.0512695,-0.644531,-0.750488,4,15,10,1,-11,-2,-11,-8,1215
-1.92878,-1.20573,-0.569077,47.25,-40.6875,29.6875,-0.0512695,-0.644531,-0.750488,-3,-6,1,2,3,-1,-3,-6,1232
-1.96118,-1.13606,-0.517427,32.0625,-30.375,68.75,0.29834,-0.490723,-0.509277,-4,-20,-18,-23,8,1,18,11,1250
-1.96118,-1.13606,-0.517427,32.0625,-30.375,68.75,0.29834,-0.490723,-0.509277,10,2,19,24,-3,1,-13,-9,1266
-1.94221,-1.08999,-0.519042,52.125,-32.6875,96.9375,0.429199,-0.633789,-0.310547,-3,27,56,15,-10,-5,-13,-11,1283
-1.84897,-0.948355,-0.493884,121.75,-93.0625,175.375,2.45215,-0.856934,0.0722656,25,22,2,29,-9,1,10,-13,1335
