roll,pitch,yaw, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z, EMG0, EMG1, EMG2, EMG3, EMG4, EMG5, EMG6, EMG7, time
-1.7198,-0.711936,0.776054,-39.1875,81.0625,-97,0.120117,0.447266,0.302246,0,0,0,0,0,0,0,0,381
-1.71551,-0.763578,0.733644,-70.625,107.5,-122.25,0.461914,0.429688,0.197754,0,0,0,0,0,0,0,0,397
-1.70371,-0.832726,0.67202,-91.9375,147.375,-157,1.76221,0.17041,-0.0239258,0,0,0,0,0,0,0,0,415
-1.70371,-0.832726,0.67202,-91.9375,147.375,-157,1.76221,0.17041,-0.0239258,0,0,0,0,0,0,0,0,432
-1.6646,-0.901177,0.568859,-113.938,212.25,-173.25,2.57422,-0.63623,-0.309082,0,0,0,0,0,0,0,0,450
-1.5864,-0.976351,0.435828,-83.5625,236.938,-202.438,2.32324,-1.37158,0.0405273,0,0,0,0,0,0,0,0,467
-1.48194,-1.03009,0.310249,-4.5,187.5,-160.438,2.61328,-1.41602,-0.34668,0,0,0,0,0,0,0,0,484
-1.37657,-1.07583,0.187354,-4.3125,154.25,-154.25,3.18213,-0.808594,0.424805,0,0,0,0,0,0,0,0,500
-1.28022,-1.11824,0.0527988,-67.5625,141.625,-160.188,2.28662,-0.321289,-0.897461,0,0,0,0,0,0,0,0,518
-1.28022,-1.11824,0.0527988,-67.5625,141.625,-160.188,2.28662,-0.321289,-0.897461,0,0,0,0,0,0,0,0,535
-1.28022,-1.11824,0.0527988,-67.5625,141.625,-160.188,2.28662,-0.321289,-0.897461,0,0,0,0,0,0,0,0,551
-1.2136,-1.20831,-0.171284,-228.375,65.3125,-157.875,1.18311,-0.435059,-0.827637,-1,-1,4,1,-14,-4,-1,-2,569
-1.23554,-1.24476,-0.240228,-248.5,29.25,-119.313,1.62939,-0.437012,0.0727539,1,-1,3,2,-14,-4,1,-2,586
-1.23108,-1.2647,-0.299345,-143.188,42.25,-86.75,0.227051,-0.969238,-0.720215,-2,-1,-1,2,5,-4,-10,-9,603
